group,item
706,2684
707,2390
708,2390
709,1060
712,1060
719,1060
720,1060
721,1060
723,1060
724,1060
727,2806
728,2806
731,2809
732,2809
733,2809
734,2809
736,2809
737,2809
739,2821
740,2822
741,2822
748,2822
749,2822
754,2822
762,2884
763,2884
765,2884
766,2884
767,2884
768,2884
769,2884
770,2884
772,2884
774,2884
775,2884
776,2884
778,2884
780,2898
781,2898
783,2898
784,2898
787,2906
789,2906
790,2906
792,2906
800,1777
805,1777
810,1777
812,3037
813,3037
814,3037
818,706
821,3055
822,3055
823,3055
824,3055
825,3055
827,3059
829,3059
831,3073
832,3073
833,3073
834,3073
835,3073
836,3073
837,3073
838,3073
839,3073
840,3073
842,3073
843,3073
844,3073
845,3073
846,3073
847,3073
848,3073
849,3073
850,3073
852,3073
853,3073
856,3073
858,3073
859,3073
860,3073
861,3073
862,3073
865,3073
868,3073
870,3073
871,3073
872,3073
873,3073
874,3073
875,3073
876,3073
877,3073
878,3073
880,3073
881,3073
882,3073
883,3073
884,3073
885,3073
886,3073
887,3073
889,3073
891,3073
892,3073
893,3073
894,3073
896,3110
898,3110
900,3121
901,3121
902,3121
903,3121
904,3121
905,3121
906,131
907,131
908,3122
909,3122
910,3122
911,3122
912,3122
913,3123
915,3123
916,3123
919,3158
920,3158
922,3158
923,3158
924,3163
925,3163
929,3163
938,3163
945,3183
947,3183
954,3197
955,3197
957,3197
959,3197
960,3202
963,3203
968,924
971,924
972,3242
973,3242
974,3242
975,3242
976,3242
979,3242
983,3242
985,3242
989,3242
990,3261
992,3261
993,3263
996,3267
997,3267
998,3267
999,3268
1000,3268
1001,3268
1002,3268
1003,3268
1010,3268
1011,3268
1012,1260
1013,3287
1017,3287
1018,3287
1020,3287
1021,3287
1025,3297
1030,3297
1032,3297
1035,3319
1036,3320
1037,3320
1039,3320
1040,3320
1041,3320
1042,3320
1043,3320
1044,3320
1045,3320
1046,3320
1047,3320
1048,3320
1050,3320
1051,3333
1054,3334
1055,3334
1059,3334
1067,3373
1068,3373
1069,3373
1072,3373
1078,3392
1085,3409
1088,3414
1089,3414
1092,3414
1093,2633
1094,2633
1095,2633
1096,2633
1099,3429
1100,1572
1101,1572
1105,1572
1106,1572
1108,1572
1111,1572
1112,1572
1113,1572
1115,1572
1116,3450
1118,3450
1119,3450
1120,3450
1122,3450
1126,3482
1127,3482
1128,3482
1129,3482
1130,3482
1131,3482
1133,3485
1134,3485
1135,3485
1139,3520
1140,3520
1141,3520
1142,3521
1143,3521
1144,3521
1145,3521
1147,3535
1148,3535
1149,3535
1150,3535
1151,3535
1152,3535
1153,3535
1154,3535
1155,3535
1156,3535
1157,3535
1158,3535
1159,3535
1160,3535
1161,3535
1162,3535
1163,3535
1164,3535
1165,3535
1166,3535
1167,3535
1172,3536
1173,3536
1175,3536
1180,3557
1181,3557
1182,3557
1184,3559
1187,3614
1190,3632
1193,3632
1198,3651
1199,3651
1200,3651
1201,3651
1202,3652
1204,3652
1205,3661
1212,3682
1213,3682
1218,3683
1219,3683
1221,3683
1222,3683
1223,3689
1227,2617
1228,2617
1229,2617
1231,2617
1233,2617
1236,2617
1238,2617
1240,2617
1241,2617
1242,2617
1246,2617
1247,3708
1251,3773
1252,3773
1255,3773
1256,3782
1257,3783
1258,3783
1260,3789
1261,3789
1262,3789
1264,3801
1265,3802
1266,3802
1267,3802
1268,3802
1269,3802
1270,3802
1271,3802
1272,3802
1274,3802
1277,3802
1278,3802
1281,3802
1283,3802
1292,3043
1294,3043
1295,3043
1299,3845
1300,3845
1303,3845
1305,3845
1307,3845
1308,3845
1313,3852
1314,3852
1316,3852
1317,3455
1320,3455
1321,3455
1326,3874
1332,3888
1333,3910
1334,3910
1336,3910
1338,3910
1339,3910
1340,3910
1341,3910
1342,3910
1343,3916
1345,3916
1346,3916
1347,3916
1349,3916
1350,3916
1351,3916
1352,3916
1353,3916
1354,3916
1356,3916
1362,3921
1364,3934
1365,3934
1366,3934
1368,3934
1375,3951
1376,3951
1379,3951
1381,3958
1383,3958
1384,3958
1385,3958
1389,3958
1397,3958
1400,4043
1402,4043
1403,4043
1404,4043
1406,4043
1409,4052
1410,4052
1414,4071
1416,4071
1417,4071
1419,4077
1420,4077
1421,4077
1422,4077
1424,4077
1425,4077
1428,4077
1429,4077
1431,4082
1432,4082
1433,4082
1436,133
1437,133
1442,4127
1443,4127
1444,4127
1445,4127
1446,4127
1448,4128
1449,4128
1453,4141
1454,4141
1456,4141
1458,4149
1459,4149
1460,4149
1462,4162
1463,4162
1467,4178
1469,4178
1470,4185
1472,4185
1474,4185
1475,4185
1478,4197
1479,4197
1480,4197
1481,1130
1482,1130
1483,1130
1484,1130
1486,1130
1495,1130
1496,1130
1498,1130
1499,1130
1501,1130
1502,1130
1503,1130
1504,1130
1505,1130
1506,1130
1508,2202
1518,4224
1529,4294
1530,4294
1531,4294
1532,4295
1533,4295
1534,4295
1536,4300
1539,4300
1540,4300
1542,4304
1543,4304
1545,4315
1546,4316
1547,4316
1548,4316
1549,4317
1550,4317
1551,4317
1552,4317
1553,4317
1556,4317
1557,4317
1559,4327
1560,4327
1561,4327
1562,2984
1564,4243
1571,4243
1572,4243
1579,3112
1587,3112
1591,3112
1592,3112
1593,3112
1594,3112
1598,4227
1599,4388
1600,4388
1605,4388
1606,4388
1607,4388
1609,4388
1612,4413
1614,4413
1615,34
1618,34
1619,34
1620,34
1621,34
1622,34
1624,34
1626,34
1632,34
1633,34
1634,34
1636,34
1637,34
1644,34
1646,34
1647,34
1648,34
1649,34
1651,4439
1654,4448
1657,4448
1661,4448
1662,4448
1667,4448
1668,4448
1673,4448
1674,4448
1675,4448
1677,4475
1678,4475
1679,4475
1680,4475
1685,4481
1688,4488
1692,4561
1693,4562
1695,4562
1696,4562
1697,4562
1698,4562
1699,4562
1700,4562
1702,4562
1703,4562
1705,4562
1708,4562
1709,4562
1710,4570
1712,2034
1713,2034
1718,2034
1719,2034
1720,2034
1724,1980
1729,4583
1730,4589
1732,4589
1734,4589
1735,4589
1737,4589
1740,4589
1742,4589
1744,3129
1747,3129
1748,3129
1750,4679
1751,4679
1753,4680
1754,4680
1755,4680
1757,3937
1759,3937
1761,134
1764,4691
1766,4691
1768,4693
1769,4693
1770,4696
1771,4696
1774,4696
1778,4696
1782,4696
1783,4696
1787,4747
1788,4747
1792,4757
1794,4757
1795,4757
1796,4757
1797,4757
1798,4757
1805,3436
1806,3436
1807,3436
1808,3436
1811,3436
1812,3436
1813,3436
1818,3436
1819,4794
1821,4794
1822,4794
1823,4794
1824,4794
1826,4794
1827,4801
1828,4801
1829,4801
1830,4802
1832,4802
1833,4807
1836,4807
1837,4807
1839,4807
1843,4807
1847,2177
1853,2177
1854,2177
1859,2177
1862,2177
1866,2177
1868,2177
1869,2177
1871,2177
1872,4834
1873,4834
1874,4834
1875,4834
1877,4838
1879,4838
1880,4838
1882,4848
1883,4848
1884,4848
1885,4849
1887,4849
1888,4849
1890,4849
1895,4872
1897,4872
1899,4872
1900,4872
1907,5006
1911,5010
1913,5010
1914,5010
1915,5011
1916,5011
1918,5013
1919,5013
1922,5018
1923,5018
1924,5018
1925,3447
1930,5036
1934,5036
1937,2508
1941,2508
1942,5055
1943,5055
1945,2442
1948,5062
1950,5062
1953,5066
1958,5066
1971,5097
1972,5097
1975,5103
1976,5103
1977,5103
1978,592
1990,592
1995,5170
2000,5177
2001,1939
2004,4368
2005,4368
2006,4368
2007,4368
2008,4368
2009,2232
2010,2232
2016,2232
2018,2232
2019,2232
2022,2232
2023,1217
2024,1217
2028,1217
2029,1217
2031,1217
2032,1217
2034,1217
2035,1217
2036,1217
2037,1217
2038,1217
2039,1217
2041,1217
2042,1217
2043,1217
2044,1217
2047,1217
2050,3560
2055,3560
2062,5302
2063,5302
2065,5309
2066,5309
2068,3983
2069,3983
2070,3983
2072,3983
2074,3983
2075,3983
2076,3983
2077,3983
2078,3983
2079,3983
2080,3983
2083,5333
2084,5333
2085,5333
2090,837
2091,5357
2093,1154
2094,1154
2096,1154
2098,1154
2100,1154
2101,1154
2102,1154
2109,1154
2113,1154
2114,1154
2115,1154
2118,5373
2119,5373
2121,5373
2122,5373
2123,5373
2124,5373
2125,5373
2127,5373
2129,5373
2132,5373
2133,5373
2134,5373
2136,5373
2139,5373
2142,5373
2145,5407
2146,5407
2147,5407
2148,5410
2149,2300
2151,3943
2153,5414
2155,5414
2157,5420
2158,5420
2160,5422
2161,5422
2163,5449
2164,5450
2165,5450
2167,1131
2170,1131
2174,1131
2179,1131
2182,1131
2183,1131
2184,1131
2185,1131
2188,519
2189,519
2190,519
2191,519
2193,519
2194,519
2196,5219
2198,4228
2201,4228
2202,4228
2203,4228
2210,5477
2211,5477
2213,5477
2214,5479
2215,5479
2216,5479
2217,5479
2222,5483
2224,5488
2225,5488
2227,5491
2229,5491
2231,5493
2235,5497
2237,5500
2238,5500
2239,5500
2242,5500
2243,5504
2244,5505
2247,5506
2248,5514
2253,5514
2254,5514
2256,5524
2258,5525
2259,5525
2260,5525
2261,5525
2262,5526
2265,5526
2266,5526
2267,5526
2269,5526
2271,5526
2272,5535
2273,135
2274,135
2277,5541
2278,5541
2280,5541
2282,5547
2284,5547
2286,5549
2288,5555
2290,5555
2292,5556
2295,5574
2296,5574
2298,5574
2299,5574
2302,5574
2305,5574
2306,5574
2308,5574
2309,5595
2310,5595
2311,5595
2313,5597
2314,5597
2315,5597
2316,5597
2319,5597
2321,5597
2322,5597
2326,5597
2327,5597
2328,5605
2329,5605
2330,5605
2334,4244
2337,136
2340,5613
2342,5613
2343,5613
2344,5613
2346,5613
2348,5613
2350,5613
2352,5613
2354,5613
2355,5222
2358,5396
2359,5396
2360,5396
2361,1427
2362,1427
2363,5635
2364,5635
2368,5646
2369,5646
2370,5646
2371,5646
2372,5646
2373,5646
2374,5648
2376,5649
2382,5668
2383,5668
2384,5668
2387,5669
2388,5669
2390,5684
2391,5684
2392,5684
2393,5684
2395,5684
2397,707
2402,707
2404,707
2413,707
2415,5718
2419,398
2424,398
2432,5734
2434,5734
2439,5734
2440,5734
2441,5852
2442,5852
2443,5852
2444,5852
2445,5852
2446,5852
2447,5853
2448,5853
2449,5853
2450,5853
2452,2907
2454,2907
2455,2907
2458,2907
2462,5865
2463,5865
2464,5865
2465,5866
2467,5866
2468,5866
2471,2255
2472,2255
2476,2255
2477,2255
2480,2255
2481,2255
2484,5880
2486,5880
2490,5903
2491,5903
2492,5907
2494,5907
2495,5907
2497,5907
2499,5220
2503,5220
2506,5220
2507,5220
2509,5220
2513,5220
2514,5960
2516,5960
2517,3784
2518,3784
2520,5961
2522,5966
2526,3349
2527,3349
2535,3349
2538,3349
2541,6005
2542,6005
2543,6005
2544,6005
2545,6005
2548,5044
2551,5044
2552,5044
2556,6043
2557,6043
2558,6045
2559,6045
2560,6045
2561,6046
2562,6046
2564,6046
2565,6046
2567,6050
2568,6050
2569,6050
2570,6050
2571,6051
2572,6051
2575,6051
2578,6051
2579,6064
2580,6064
2581,6064
2583,6065
2584,6065
2586,6065
2587,6065
2588,6065
2589,6065
2590,6065
2591,6065
2593,6065
2594,6065
2595,6065
2596,6065
2597,6065
2598,6065
2599,6065
2601,6065
2602,6065
2603,6065
2604,6065
2607,6065
2609,5221
2611,5221
2613,5221
2614,5221
2616,5221
2618,5221
2621,5221
2622,6078
2623,6078
2625,6078
2626,6078
2627,6078
2629,6081
2630,6082
2631,6082
2632,6082
2634,1581
2635,1581
2637,1581
2639,1581
2641,1581
2642,1581
2644,1581
2649,1581
2650,1581
2651,1581
2652,1581
2653,1581
2658,1581
2662,1581
2664,6111
2665,6111
2668,6113
2669,6113
2670,6113
2671,6113
2672,5106
2673,5106
2674,5106
2675,5106
2678,6118
2679,6118
2681,6118
2683,6118
2684,6118
2687,6118
2689,6127
2691,6127
2693,137
2696,6138
2699,6138
2700,6138
2703,6144
2706,6144
2707,6144
2708,6144
2710,6144
2712,5095
2714,6153
2715,6154
2716,6154
2717,6154
2719,2443
2722,2443
2723,2443
2724,2443
2727,6164
2729,1101
2730,1101
2732,1101
2733,6187
2735,4085
2737,4085
2740,4085
2746,4085
2747,4085
2749,4085
2750,4085
2751,6203
2752,6203
2755,6203
2756,6207
2757,6207
2758,6207
2762,6231
2763,1114
2764,1114
2765,1114
2766,1114
2767,1114
2768,1114
2770,1114
2771,1114
2772,1114
2773,1114
2774,1114
2775,1114
2778,1114
2780,1114
2782,1114
2783,1114
2784,6237
2785,6237
2791,6259
2793,6259
2794,6259
2795,6259
2798,6259
2799,3537
2800,3537
2802,5934
2803,5934
2810,6282
2812,6282
2813,6285
2814,6286
2817,6290
2818,6290
2819,6290
2820,6291
2821,6291
2824,6292
2825,6292
2827,6292
2831,6301
2832,6301
2833,6301
2834,6301
2835,6301
2836,6302
2840,6302
2842,6341
2843,6341
2844,6341
2845,6341
2849,6341
2850,6341
2853,6350
2854,6350
2855,6350
2856,5982
2859,6351
2861,6351
2862,6351
2863,6351
2866,6351
2867,6351
2870,6351
2871,6351
2878,6351
2879,6351
2881,6351
2882,6351
2883,6351
2884,6351
2885,6351
2886,6351
2888,6351
2890,6351
2894,6351
2897,6373
2898,6373
2899,6373
2904,6382
2905,6382
2907,6382
2912,6382
2916,6397
2917,6397
2918,6397
2919,6397
2920,6397
2921,6397
2922,6397
2923,6398
2924,6399
2925,6399
2926,6399
2927,6399
2928,6399
2930,6399
2931,6399
2935,6405
2938,3192
2940,6434
2949,138
2950,138
2953,2813
2955,6445
2960,1326
2964,4245
2965,4245
2967,4245
2969,4245
2970,4245
2971,4245
2972,4245
2976,4245
2986,3718
2991,1981
2992,1981
2994,1981
2999,3994
3001,3994
3004,3994
3005,3994
3006,3994
3008,3994
3009,3994
3010,3994
3011,3994
3016,5741
3019,5741
3020,5741
3030,5741
3031,5741
3038,1169
3040,554
3042,554
3044,6558
3057,2113
3061,6633
3064,6633
3066,6656
3067,6656
3068,6656
3069,6656
3070,6656
3071,6656
3072,6656
3073,6656
3076,6658
3077,6658
3078,6658
3080,6659
3081,6659
3088,6670
3089,6670
3091,6670
3092,2672
3093,2672
3094,2672
3096,2672
3097,2672
3098,2672
3100,2672
3101,2672
3102,2672
3108,2672
3109,2672
3110,2672
3112,6678
3113,6678
3114,6678
3115,6678
3116,6678
3118,6679
3119,6679
3120,6679
3122,6682
3125,6682
3126,6682
3129,5786
3140,6710
3144,6721
3145,6721
3147,6726
3151,6726
3152,6726
3154,6726
3155,6726
3157,6737
3160,6738
3162,6738
3164,6738
3165,6738
3169,6738
3170,6743
3171,6744
3172,3033
3173,3033
3175,3033
3177,6752
3180,6752
3182,6752
3183,1442
3184,1442
3188,1733
3189,1733
3193,6774
3195,139
3198,6779
3199,6779
3200,6779
3201,6779
3202,6779
3204,6780
3205,6780
3207,6782
3209,6782
3211,140
3212,140
3213,140
3217,140
3218,140
3221,6795
3225,141
3226,141
3227,5336
3228,5336
3229,5336
3230,6798
3232,6798
3242,5881
3244,115
3248,523
3249,523
3251,523
3252,523
3253,523
3262,523
3265,523
3271,6827
3272,6827
3275,6827
3276,142
3277,142
3278,3456
3280,3456
3284,3456
3285,3456
3286,3456
3288,3456
3289,3456
3292,3456
3297,6850
3298,3269
3301,3269
3302,6869
3304,6869
3305,6869
3307,6872
3308,6872
3311,6872
3313,6872
3315,6872
3317,6872
3318,6872
3320,6876
3321,6876
3322,6876
3323,4200
3327,6881
3329,6881
3332,6890
3333,6890
3334,6890
3336,6890
3337,6890
3340,6890
3342,6890
3343,6890
3345,6890
3346,6890
3349,6890
3350,6890
3351,6890
3354,6890
3355,6890
3359,6890
3361,6890
3364,6910
3367,6911
3369,6915
3370,6915
3371,6915
3374,6915
3375,6915
3377,6919
3378,6919
3379,6919
3380,6727
3381,6727
3382,6727
3383,6727
3385,6922
3387,6922
3390,6922
3392,6922
3395,838
3396,838
3402,6937
3403,6937
3405,6937
3406,6937
3407,6303
3410,6941
3411,6941
3413,6941
3414,6941
3416,6956
3417,6956
3418,6956
3421,708
3425,708
3428,6986
3430,6987
3431,6987
3433,6987
3435,6987
3437,6987
3438,1155
3439,1155
3445,1155
3449,7006
3450,7006
3451,7006
3453,7007
3455,7007
3456,7007
3457,7007
3458,7007
3459,7007
3460,7007
3462,3215
3463,3215
3464,3215
3465,3215
3467,3215
3468,3215
3469,3215
3470,3215
3472,3486
3474,7017
3475,7017
3476,7017
3478,7017
3481,7017
3482,7017
3485,7037
3488,7037
3489,7037
3492,7037
3500,7049
3501,7049
3502,7049
3503,630
3505,630
3506,630
3509,630
3511,630
3512,630
3513,6532
3515,7060
3516,7060
3518,7060
3519,416
3520,416
3521,416
3524,7068
3525,7068
3526,7068
3527,7068
3529,7069
3538,7074
3540,5629
3541,5629
3542,5629
3543,5403
3544,5403
3545,5403
3546,5403
3547,5403
3548,5403
3549,5403
3550,5403
3551,5403
3552,5403
3553,5403
3554,5403
3555,5403
3558,5403
3559,5403
3560,5403
3561,5403
3562,5403
3563,5403
3564,5403
3566,5403
3567,7086
3568,7086
3574,7086
3576,7094
3577,7094
3578,7094
3580,7097
3581,7097
3582,7097
3583,7097
3589,958
3594,7104
3595,7104
3596,7104
3597,7104
3598,7104
3599,7104
3600,4482
3606,1156
3608,1156
3610,1156
3612,1156
3622,1156
3627,1156
3628,1156
3631,7122
3632,7122
3633,7122
3634,7122
3636,2600
3639,2600
3640,2600
3641,2600
3642,2600
3643,2600
3648,5967
3649,5967
3650,5967
3651,5967
3652,5967
3653,5967
3655,5967
3658,5967
3659,5967
3660,5967
3668,6283
3669,6283
3670,6283
3671,6283
3672,6283
3673,6283
3675,6283
3676,6283
3678,7140
3679,2391
3681,7145
3682,7145
3683,7145
3684,7145
3685,7145
3686,7145
3687,7145
3688,7145
3689,7145
3690,7145
3691,7145
3693,7145
3694,7145
3695,7145
3696,7145
3697,7145
3698,7145
3699,7145
3700,7145
3701,7145
3702,7145
3703,7145
3704,7145
3705,7145
3706,7145
3707,7145
3708,7145
3709,7145
3710,7145
3711,7145
3712,7145
3713,7145
3714,7145
3715,7145
3717,7145
3718,7145
3719,7145
3720,7145
3721,7145
3722,7145
3723,7145
3724,7145
3727,2556
3728,2556
3730,2556
3732,2556
3733,2556
3736,3216
3737,3216
3739,3216
3741,3216
3744,7150
3745,7151
3747,7151
3748,7151
3749,7151
3754,7155
3757,5931
3758,5931
3759,5931
3760,5931
3762,5931
3763,5931
3764,5931
3765,5931
3767,5931
3768,5931
3769,5931
3770,5931
3771,5931
3775,5931
3776,5931
3780,5931
3781,5931
3782,5931
3784,5931
3785,5931
3786,5931
3788,5931
3789,5931
3793,5931
3794,5931
3795,7192
3796,7192
3797,7192
3799,6067
3806,6067
3807,6067
3808,6067
3809,6067
3810,6067
3811,6067
3815,6067
3821,4873
3822,4873
3832,7236
3834,7236
3835,7236
3837,7236
3840,7238
3842,3889
3843,3889
3846,7246
3848,7249
3849,7249
3850,7249
3851,7249
3852,7249
3853,7249
3854,7249
3855,7249
3857,7249
3858,7249
3859,7249
3860,7249
3861,7249
3862,7249
3863,7249
3864,7249
3865,7249
3866,7249
3867,7249
3868,7249
3869,7249
3870,7249
3872,7249
3873,7249
3874,7249
3875,7249
3876,7249
3877,7249
3878,7249
3879,7249
3880,7249
3881,7249
3882,7249
3883,7249
3884,7249
3885,7249
3886,7249
3887,7249
3888,7249
3889,7249
3890,7249
3891,143
3892,143
3893,7252
3895,7252
3896,144
3898,3875
3900,7256
3903,7259
3905,7259
3907,7259
3912,4874
3914,4874
3920,5144
3921,7269
3923,7269
3924,7269
3925,7269
3927,7269
3930,7269
3935,7281
3936,7282
3937,7282
3939,7282
3942,7285
3943,7285
3944,7285
3946,7285
3950,7285
3952,7285
3953,7285
3958,7285
3959,7285
3961,7285
3962,7285
3964,7299
3965,7299
3966,7299
3967,7299
3972,7300
3974,7300
3977,7317
3978,7317
3979,7317
3982,7323
3985,7324
3988,7324
3992,709
3997,1391
3999,1391
4006,5913
4009,5913
4010,5913
4012,5913
4016,7375
4017,7375
4021,7375
4022,7375
4024,7375
4025,7383
4026,7383
4027,7383
4028,7383
4029,7383
4030,7383
4031,7384
4035,7391
4036,7402
4037,7402
4038,7402
4039,7402
4040,7403
4041,7403
4043,5772
4044,3038
4048,3038
4052,5227
4055,5227
4056,5227
4061,5227
4062,5227
4063,5227
4064,5227
4066,3692
4068,3692
4069,3692
4070,3692
4072,3446
4073,7416
4074,7416
4079,7416
4080,7416
4081,7422
4082,7422
4083,7422
4084,7422
4097,7431
4099,7431
4101,840
4104,7434
4106,7434
4109,7434
4116,7434
4117,5636
4118,5636
4119,5636
4126,5636
4127,7450
4128,7450
4129,7450
4130,7450
4131,7451
4133,7451
4135,7452
4137,7452
4139,5470
4140,5470
4141,5470
4142,5470
4143,5470
4144,5470
4145,5470
4146,5470
4147,5470
4150,5470
4151,1840
4152,1840
4154,1840
4159,7457
4161,7457
4165,7479
4166,7479
4168,7479
4169,7479
4170,7018
4173,7018
4177,7018
4181,7495
4182,7495
4184,7495
4186,7495
4187,7500
4188,7500
4189,7500
4190,7500
4191,2721
4192,2721
4193,2721
4194,2721
4195,2721
4197,2721
4199,2721
4201,2721
4202,2721
4203,2721
4210,2721
4212,7511
4215,7511
4216,7511
4217,7511
4220,7511
4222,7511
4227,7511
4236,2444
4240,2444
4243,7534
4244,7087
4245,7087
4251,2834
4267,6626
4268,6626
4269,6626
4270,6626
4273,6626
4274,6626
4275,7587
4277,7587
4278,7587
4280,7592
4281,7592
4284,7595
4285,7595
4286,7595
4287,5319
4288,4355
4290,4355
4291,4355
4295,2722
4296,2722
4297,2722
4301,7602
4302,7602
4303,7604
4305,7605
4307,7615
4309,7615
4310,7615
4311,7615
4312,7615
4313,7615
4314,7615
4315,7615
4316,7615
4317,7615
4321,7615
4323,7615
4325,7615
4329,7615
4331,7615
4332,7615
4333,7615
4334,7633
4335,7633
4336,7633
4337,7634
4338,5559
4342,7635
4344,7643
4347,7647
4348,7647
4349,7647
4350,7647
4352,7647
4354,7652
4357,7652
4358,7570
4359,7570
4362,7672
4363,7673
4364,7673
4365,7673
4366,7673
4367,7673
4368,7673
4369,7673
4371,7673
4372,7673
4374,7673
4375,7673
4378,7673
4380,7673
4381,7673
4382,7673
4383,7673
4384,7673
4385,7673
4386,7673
4388,6061
4389,6061
4390,6061
4392,6061
4393,6061
4394,6061
4395,7680
4397,7680
4398,7680
4403,7680
4404,7685
4405,7685
4406,7685
4408,7685
4411,7685
4414,7685
4415,7685
4416,7685
4417,7685
4418,7685
4419,7685
4421,7696
4422,7696
4423,7696
4425,7698
4426,7698
4427,7698
4428,7600
4429,7699
4431,7699
4435,7703
4437,710
4439,7709
4441,7710
4442,7710
4445,7710
4447,7710
4449,7717
4450,7717
4451,7717
4453,7717
4454,7717
4456,7717
4458,7726
4459,7726
4460,7726
4461,7726
4463,7726
4464,7726
4470,7757
4471,7758
4472,7759
4473,7759
4475,7759
4476,7761
4477,7761
4478,7761
4479,7761
4482,4956
4483,4956
4485,4956
4487,4956
4490,4956
4492,4168
4494,4168
4495,7776
4496,5459
4498,5459
4502,1443
4503,1443
4505,1443
4507,1443
4511,4200
4512,4200
4513,4200
4514,4200
4515,4200
4517,4200
4518,4200
4519,4200
4521,4200
4522,4200
4523,4200
4524,4200
4528,4200
4531,1582
4536,6103
4537,6103
4541,6103
4542,6103
4544,6103
4545,6103
4546,6103
4547,6103
4550,1910
4552,7817
4553,7817
4559,7817
4560,7827
4561,7827
4562,7827
4563,7827
4565,7827
4566,7827
4567,7827
4568,7827
4569,7827
4571,7827
4572,7827
4573,7827
4574,7827
4575,7827
4576,7827
4577,7827
4578,7827
4579,7827
4580,7827
4582,7827
4583,7827
4586,2445
4587,2445
4591,2445
4597,2445
4602,1575
4603,1575
4605,1575
4608,1575
4612,1575
4615,1575
4617,1575
4618,1575
4621,1575
4632,7850
4633,7850
4634,7850
4635,7850
4636,7850
4637,146
4638,146
4641,6592
4643,6592
4644,6592
4645,6592
4646,6592
4654,7877
4655,7877
4656,7877
4659,7881
4660,7881
4664,7884
4665,7884
4666,7884
4669,7885
4670,7885
4671,7885
4674,7885
4675,7885
4679,7896
4680,7897
4681,7897
4684,7898
4685,7898
4688,418
4690,7900
4691,7900
4693,7900
4694,7900
4695,7900
4697,7900
4698,7900
4699,7900
4700,7900
4701,7900
4702,7900
4703,6852
4704,6852
4705,6852
4706,6852
4707,6852
4708,6852
4709,6852
4712,6852
4713,7902
4714,6559
4716,7905
4717,7905
4718,7905
4720,6016
4721,3172
4723,4708
4727,4708
4729,2885
4730,2885
4731,2885
4732,2885
4733,2885
4734,2885
4735,2885
4737,2885
