group,item
71,346
71,347
72,59
72,348
72,349
72,350
72,351
72,352
72,75
72,353
72,354
72,355
72,356
72,270
73,87
73,19
73,357
73,24
73,96
73,358
73,359
73,360
74,361
74,362
74,363
74,66
74,364
74,365
74,45
74,123
74,366
74,256
74,367
74,368
75,218
75,369
75,370
75,371
75,372
75,373
75,374
76,19
76,39
76,42
76,44
76,154
76,116
76,123
76,375
76,157
76,376
78,66
78,380
78,161
78,86
78,123
78,381
79,41
79,42
79,170
79,189
79,205
79,66
79,102
79,172
79,382
79,383
79,123
79,384
80,68
80,101
80,102
80,103
80,385
80,386
80,292
80,387
80,69
80,388
80,389
81,77
81,47
81,81
81,22
81,90
81,23
81,83
81,86
81,390
81,84
81,14
81,123
82,40
82,62
82,43
82,167
82,168
82,24
83,159
83,391
83,170
83,392
83,171
83,393
83,394
83,395
83,396
83,397
83,398
83,399
84,0
84,3
84,400
84,401
84,402
84,403
84,404
84,205
84,405
84,160
84,406
84,407
85,408
85,409
85,64
85,31
85,410
85,411
85,412
85,413
85,34
85,414
85,390
85,415
86,48
86,53
86,54
86,57
86,416
86,58
86,417
86,385
86,418
86,16
86,387
86,319
88,421
88,170
88,354
88,205
88,422
89,423
89,321
89,322
89,424
89,133
89,323
89,324
89,193
90,425
90,426
90,427
90,428
90,429
92,39
92,430
92,44
92,66
93,39
93,431
93,432
93,433
93,434
93,435
93,436
93,437
93,438
93,439
94,203
94,170
94,118
94,205
94,10
94,440
94,171
94,173
94,264
94,441
94,442
94,443
95,255
95,444
95,445
95,446
95,130
95,447
95,448
95,449
95,133
95,343
95,323
95,450
96,19
96,68
96,451
96,118
96,66
96,102
96,23
96,103
96,104
96,105
96,114
96,384
97,169
97,170
97,10
97,206
97,171
98,40
98,47
98,452
98,453
98,23
99,218
99,454
99,306
99,455
99,219
99,369
99,456
99,457
101,187
101,205
101,459
101,455
101,121
101,460
101,461
101,462
101,463
101,464
101,399
101,465
102,217
102,218
102,172
102,219
102,86
102,121
102,466
102,220
102,369
104,467
104,468
104,454
104,469
104,470
104,471
104,472
104,473
104,474
104,475
105,62
105,42
105,44
105,151
105,390
106,218
106,459
106,476
106,121
106,477
106,466
106,220
106,123
106,369
106,478
106,479
107,480
107,481
107,482
107,483
108,19
108,66
108,342
108,306
108,45
108,219
108,86
108,121
109,0
109,60
109,61
109,217
109,19
109,62
109,63
109,42
109,172
109,306
109,278
110,3
110,19
110,4
110,5
110,62
110,47
110,42
110,245
110,44
110,66
110,24
111,3
111,484
111,170
111,239
111,485
111,171
111,246
111,486
111,487
111,165
112,217
112,19
112,63
112,42
112,488
112,489
112,459
112,490
112,121
112,491
112,492
113,187
113,484
113,493
113,170
113,494
113,239
113,460
113,495
113,496
114,408
114,411
114,34
114,414
116,500
116,501
116,502
116,503
116,504
116,505
116,506
116,507
116,508
117,39
117,40
117,41
117,509
117,42
117,166
117,44
117,66
117,342
117,24
117,86
117,510
118,511
118,321
118,22
118,512
118,268
118,26
118,27
119,19
119,348
119,351
119,513
119,353
119,514
119,355
119,515
119,270
119,458
119,516
119,517
121,19
121,521
121,522
121,45
121,523
122,77
122,524
122,12
122,525
122,526
122,13
122,527
122,528
122,529
122,530
122,14
122,15
123,469
123,470
123,531
123,474
125,533
125,321
125,322
125,534
125,25
125,268
125,323
125,324
126,217
126,535
126,536
126,537
126,538
127,60
127,61
127,539
127,409
127,540
127,299
127,411
127,541
127,542
127,543
127,415
127,544
128,545
128,546
128,547
128,171
129,548
129,549
129,550
129,551
129,552
129,553
129,554
129,555
130,556
130,39
130,47
130,31
130,557
131,19
131,47
131,42
131,24
131,45
131,558
131,559
131,560
131,123
131,561
132,217
132,41
132,44
132,45
132,278
132,86
132,562
132,121
132,346
132,123
132,563
133,68
133,66
133,51
133,105
133,387
133,564
133,69
133,565
133,566
133,567
133,568
133,569
134,42
134,44
134,24
134,45
134,346
136,4
136,5
136,245
136,7
136,267
136,571
136,264
136,572
137,0
137,401
137,573
137,574
137,384
137,575
137,576
137,577
137,578
137,579
140,39
140,40
140,166
140,66
140,23
140,86
140,510
140,581
140,582
140,123
141,408
141,409
141,64
141,411
142,49
142,583
142,584
142,418
142,585
142,586
142,317
142,587
142,588
142,589
142,590
142,591
143,19
143,68
143,101
143,592
143,66
143,102
143,593
143,105
144,518
144,218
144,594
144,62
144,63
144,595
144,519
144,86
144,346
144,520
144,596
144,597
145,39
145,41
145,598
145,297
145,116
145,599
145,600
145,601
145,375
145,602
145,376
145,603
147,19
147,42
147,573
147,66
147,10
147,604
147,605
147,24
147,45
147,606
147,164
148,3
148,19
148,4
148,5
148,39
148,47
148,42
148,245
148,66
148,8
148,172
149,409
149,64
149,410
149,34
149,390
150,101
150,607
150,241
150,102
151,338
151,608
151,609
151,118
151,10
151,45
151,123
151,610
151,611
151,612
151,613
151,614
152,615
152,202
152,448
152,44
152,616
152,342
152,45
152,123
152,617
152,618
153,217
153,221
153,619
153,121
153,620
153,346
153,621
153,622
154,509
154,623
154,624
154,625
154,626
155,87
155,627
155,88
155,628
155,629
155,90
155,92
155,630
155,96
155,631
155,358
156,632
156,39
156,40
156,62
156,42
156,167
156,117
156,306
156,633
156,455
156,219
156,121
157,634
157,635
157,636
157,637
158,195
158,580
158,638
158,511
158,19
158,280
158,196
158,66
158,639
158,629
158,640
158,156
159,19
159,39
159,74
159,40
159,41
159,42
159,44
159,66
159,45
159,297
159,116
160,641
160,642
160,315
160,49
160,643
160,50
160,52
160,54
160,57
160,418
160,644
161,68
161,592
161,645
161,54
161,103
161,104
161,105
161,114
161,417
162,19
162,159
162,391
162,150
162,392
162,646
162,380
162,162
162,647
162,648
163,225
163,226
163,229
163,337
163,649
164,19
164,47
164,42
164,189
164,44
164,66
164,151
164,24
164,306
164,45
164,303
165,19
165,47
165,42
165,66
165,24
165,45
165,558
165,606
165,650
165,123
165,651
166,217
166,652
166,489
166,66
167,3
167,493
167,170
167,120
167,206
167,172
167,122
167,272
168,653
168,77
168,78
168,33
168,83
168,35
168,84
168,14
168,15
168,123
168,16
169,60
169,61
169,19
169,404
169,654
169,655
169,123
169,656
169,657
169,658
169,659
170,660
170,503
170,635
170,504
170,507
170,508
170,661
170,662
170,663
172,60
172,61
172,667
172,668
172,669
172,670
172,671
172,135
172,672
172,673
172,36
172,674
173,47
173,64
173,150
173,31
173,541
173,342
173,413
173,24
173,45
173,606
173,345
173,561
174,187
174,170
174,675
174,676
175,677
175,678
175,679
175,680
175,681
175,682
175,683
175,684
175,685
176,686
176,78
176,687
176,688
177,142
177,54
177,58
177,385
177,418
177,318
177,69
177,70
177,148
177,689
177,690
177,691
178,19
178,47
178,42
178,166
178,66
178,541
178,45
179,348
179,350
179,351
179,513
179,692
179,353
179,514
179,693
179,354
179,355
179,458
179,694
180,695
180,696
180,50
180,584
180,697
180,698
180,58
180,699
180,417
180,418
180,700
181,444
181,448
181,342
181,343
182,169
182,393
182,701
182,122
182,702
182,460
182,703
182,250
182,375
182,704
182,705
182,706
184,170
184,118
184,10
184,171
185,55
185,105
185,417
185,708
185,385
185,418
185,709
185,710
185,566
185,70
185,711
185,689
186,280
186,166
186,712
187,19
187,609
187,42
187,713
187,714
187,23
187,133
187,24
188,334
188,715
188,716
188,717
188,698
188,718
189,719
189,720
189,721
189,722
189,723
191,217
191,19
191,39
191,42
191,312
191,45
191,219
191,121
191,724
191,123
191,492
191,537
192,60
192,61
192,725
192,667
192,726
192,674
192,727
192,728
192,729
192,730
192,731
192,732
193,61
193,129
193,150
193,31
193,131
193,733
193,299
193,132
193,300
193,655
193,413
193,734
194,735
194,736
194,737
194,738
194,739
194,740
194,741
194,742
194,743
194,744
194,745
194,746
196,652
196,63
196,489
196,748
196,749
196,491
196,750
196,751
196,752
196,753
196,754
197,60
197,61
197,42
197,31
197,166
197,65
197,44
197,655
197,669
197,674
198,3
198,239
198,755
198,118
198,205
198,10
198,206
198,171
198,172
198,267
198,246
198,756
199,556
199,444
199,19
199,47
199,557
199,757
199,342
199,24
199,758
199,347
199,759
199,760
200,68
200,101
200,761
200,341
200,102
200,103
200,762
200,105
200,114
200,763
200,228
200,764
201,217
201,652
201,765
201,489
202,169
202,170
202,118
202,205
202,10
202,120
202,171
202,172
202,393
202,174
202,122
202,264
203,67
203,217
203,19
203,39
203,40
203,47
203,41
203,64
203,42
203,44
203,66
203,45
204,217
204,3
204,4
204,5
204,245
204,7
204,11
204,278
204,267
204,122
204,572
205,346
205,621
205,766
205,767
206,68
206,101
206,451
206,341
206,768
206,102
206,103
206,104
206,105
206,114
206,385
206,386
207,444
207,19
207,769
207,342
207,24
207,343
207,450
207,123
207,610
207,770
207,771
209,773
209,102
209,774
209,114
211,408
211,409
211,64
211,410
211,411
211,34
211,414
211,390
212,468
212,775
212,776
212,469
213,5
213,342
213,777
213,778
214,642
214,584
214,54
214,57
214,58
214,418
214,689
215,225
215,118
215,226
215,227
215,698
215,242
215,229
215,337
215,230
215,779
215,780
215,781
216,19
216,39
216,47
216,42
216,44
216,66
216,24
216,45
216,86
216,782
216,346
217,47
217,44
217,66
217,640
218,451
218,48
218,50
218,53
218,54
218,57
218,105
218,58
219,783
219,784
219,785
220,786
220,787
220,788
220,789
221,44
221,342
221,24
221,698
221,303
223,217
223,19
223,62
223,63
223,24
223,306
223,455
223,86
224,19
224,790
224,44
224,121
224,791
224,346
224,123
224,766
224,792
224,793
225,707
225,794
225,795
225,796
226,187
226,68
226,203
226,120
227,39
227,62
227,41
227,42
227,31
228,203
228,170
228,797
228,798
228,118
228,263
228,205
228,10
228,171
228,163
228,264
228,799
229,217
229,652
229,489
229,455
230,217
230,800
230,278
230,121
230,801
230,802
230,803
230,804
230,805
231,806
231,773
231,532
231,118
231,10
232,39
232,189
232,44
232,151
233,807
233,66
233,33
233,51
233,102
233,71
233,386
234,19
234,129
234,150
234,31
234,131
234,733
234,299
234,132
234,300
234,301
234,655
234,413
235,808
235,809
235,810
235,811
236,19
236,43
236,44
236,123
236,812
236,770
236,813
237,63
237,31
237,299
237,133
237,814
237,734
237,815
237,816
237,817
237,818
237,819
238,31
238,299
238,655
238,820
238,821
238,822
238,816
238,823
238,818
238,824
238,825
238,826
239,827
239,828
239,829
239,380
240,2
240,118
240,9
240,206
240,11
240,172
240,278
240,267
240,830
240,163
240,831
240,122
241,408
241,64
241,410
241,411
242,548
242,832
242,833
243,187
244,62
244,772
244,166
244,306
245,89
245,834
245,527
245,835
245,90
245,836
246,19
246,431
246,151
246,455
247,19
247,39
247,509
247,42
247,44
247,66
247,342
247,24
247,45
247,219
248,451
248,42
248,150
248,65
248,66
248,23
248,45
248,837
248,35
248,121
248,164
248,838
249,839
249,78
249,840
249,687
249,841
249,842
249,843
249,844
249,845
249,846
249,847
249,848
250,39
250,158
250,849
250,66
250,434
251,19
251,39
251,47
251,42
251,44
251,66
251,154
251,102
251,156
251,86
251,123
251,375
252,653
252,79
252,81
252,31
252,32
253,68
253,101
253,850
253,341
253,607
253,118
253,66
253,10
253,154
253,102
253,103
253,105
254,0
254,851
254,403
254,808
254,143
254,852
254,853
254,854
254,574
254,855
254,856
255,217
255,623
255,346
255,122
255,621
255,857
255,858
255,766
255,859
255,860
255,861
255,862
256,19
256,42
256,573
256,44
256,10
256,604
256,114
256,164
256,863
256,115
257,19
257,469
257,45
257,474
258,19
258,864
258,865
258,24
258,866
258,867
258,549
258,123
258,36
258,868
258,869
259,2
259,19
259,62
259,42
259,24
259,306
259,86
259,121
259,870
259,122
259,123
260,217
260,19
260,39
260,41
260,42
260,790
260,624
260,44
260,66
260,10
260,871
260,346
261,19
261,118
261,263
261,205
261,10
261,120
261,23
261,171
261,163
262,872
262,607
262,102
262,873
263,19
263,40
263,47
263,42
263,66
263,24
263,874
263,875
264,217
264,62
264,63
264,42
264,595
264,66
264,519
264,306
264,45
264,490
264,455
264,219
265,187
265,169
265,170
265,206
265,266
265,172
265,876
265,264
267,203
267,170
267,877
267,239
267,263
267,171
267,246
267,878
267,123
267,264
267,879
268,592
268,42
268,880
268,645
268,593
268,698
268,702
268,230
268,881
268,882
268,883
268,884
269,159
269,352
269,885
269,886
269,392
269,646
269,887
269,380
269,162
269,647
269,648
269,888
270,217
270,19
270,151
270,455
270,121
271,61
271,667
271,669
271,670
271,889
272,19
272,635
272,504
272,507
272,508
272,115
272,123
272,661
272,662
272,890
273,255
273,445
273,130
273,447
273,342
274,2
274,172
274,459
274,278
274,490
274,619
274,121
274,620
274,346
274,622
274,492
274,250
275,891
275,892
275,893
275,894
276,225
276,118
276,241
276,10
276,226
276,227
277,61
277,667
277,895
277,896
277,897
277,898
277,672
277,674
278,899
278,509
278,189
278,44
278,626
279,0
279,218
279,900
279,23
279,459
279,901
279,902
279,384
279,903
279,456
279,371
279,904
280,905
280,906
280,767
280,907
280,908
280,909
280,910
280,911
280,912
281,3
281,203
281,239
281,118
281,263
281,205
281,10
281,120
281,206
281,171
281,172
281,267
282,225
282,241
282,226
282,227
282,114
282,242
282,243
282,913
283,39
283,64
283,562
284,914
284,915
284,916
285,217
285,19
285,39
285,62
285,63
285,42
285,44
285,151
285,24
285,45
285,86
285,121
286,101
286,850
286,66
286,103
286,104
287,917
287,918
287,919
288,3
288,170
288,171
288,920
288,393
288,122
288,921
288,922
288,923
288,924
288,925
288,926
289,19
289,44
289,66
289,102
289,45
289,927
289,928
289,346
289,929
289,930
289,931
289,932
290,218
290,278
290,86
290,220
290,369
291,580
291,67
291,19
291,42
291,541
291,156
291,933
291,874
291,390
291,838
291,346
291,812
292,934
292,19
292,39
292,47
292,66
293,68
293,10
293,52
293,102
293,114
293,385
293,387
293,69
293,935
293,936
293,388
293,711
294,769
295,937
295,938
295,939
295,940
295,941
296,634
297,60
297,61
297,942
298,203
298,340
298,170
298,943
298,239
298,263
298,205
298,120
298,944
298,163
298,264
298,945
299,946
300,31
300,299
300,301
300,734
300,947
300,948
300,949
300,823
300,950
300,818
300,951
301,494
301,952
301,210
301,346
302,626
302,346
302,621
302,953
302,954
303,217
303,159
303,392
303,151
303,219
303,647
303,220
304,580
304,19
304,39
304,42
304,166
304,955
304,956
305,47
305,23
305,957
305,901
305,86
305,958
305,123
305,959
305,960
306,40
306,47
306,150
306,31
306,540
306,65
306,541
306,558
306,606
306,559
306,561
306,961
307,66
307,380
307,962
307,647
308,3
308,68
308,170
308,263
308,205
308,66
308,10
308,120
308,102
308,171
308,103
308,963
309,3
309,19
309,118
309,66
309,206
309,45
309,163
309,964
309,965
309,966
309,123
310,59
310,348
310,349
310,351
310,513
310,514
310,693
310,354
310,355
310,270
310,458
310,967
311,19
311,159
311,39
311,42
311,352
311,392
311,646
311,380
311,45
311,162
311,113
311,647
312,61
312,19
312,725
312,42
312,31
312,66
312,667
312,45
312,123
312,968
312,674
312,969
313,469
313,470
313,531
313,472
314,747
314,151
314,537
314,970
314,971
315,423
315,533
315,192
315,321
315,323
316,972
316,973
316,974
316,975
317,217
317,976
317,151
317,306
317,219
317,121
317,536
317,977
318,978
318,979
318,629
318,156
318,980
318,981
318,982
318,983
318,984
319,61
319,19
319,985
319,150
319,31
319,541
319,342
319,640
319,133
319,413
319,24
320,934
320,3
320,5
320,8
320,122
320,572
320,986
320,987
320,988
320,989
320,990
320,991
321,594
321,976
321,455
321,992
321,993
321,994
321,995
321,996
321,997
321,998
321,999
322,217
322,509
322,44
322,625
322,459
322,619
322,620
322,621
322,857
322,492
322,766
322,1000
323,152
323,39
323,74
323,41
323,66
323,154
323,161
323,1001
323,297
323,382
323,116
324,130
324,150
324,1002
324,1003
324,10
324,133
324,450
324,1004
324,1005
324,1006
324,1007
325,19
325,39
325,44
325,346
326,39
326,609
326,66
326,562
326,297
326,116
326,610
327,19
327,409
327,64
327,410
327,1008
327,34
327,45
327,414
327,390
327,1009
327,1010
327,1011
328,187
328,170
328,1012
328,342
329,1013
329,31
329,32
329,299
329,1014
329,1015
329,1016
330,431
330,1017
330,1018
330,1019
331,3
331,203
331,493
331,118
331,9
331,206
331,267
331,163
331,173
331,964
331,1020
331,1021
332,217
332,218
332,490
332,369
332,456
333,1022
333,641
333,642
333,48
333,1023
333,1024
333,1025
333,53
333,54
333,1026
333,57
333,58
334,594
334,1027
334,535
335,79
335,1028
335,526
335,1029
335,834
335,835
335,1030
336,19
336,348
336,40
336,350
336,351
336,513
336,353
336,66
336,23
336,355
336,24
337,3
337,19
337,5
337,39
337,47
337,11
337,172
337,24
337,122
337,572
337,375
337,1031
338,62
338,63
338,24
338,306
340,431
340,747
340,151
340,1032
340,1033
340,970
340,1034
340,1035
340,1036
340,1037
340,1038
341,217
341,765
341,42
341,489
341,490
341,455
341,1039
341,86
341,1040
341,1041
341,1042
341,1043
342,334
342,277
342,1044
342,123
342,36
342,718
342,1045
342,1046
343,1047
343,203
343,493
343,239
344,60
344,61
344,19
344,31
344,132
344,668
344,669
344,726
344,671
344,1048
344,135
344,672
345,217
345,19
345,62
345,63
345,42
345,23
345,172
345,459
345,278
345,455
345,1049
346,556
346,150
346,557
347,19
347,78
347,43
347,44
347,23
347,161
347,45
347,297
348,3
348,493
348,170
348,239
348,205
348,120
348,171
348,172
348,267
349,1050
349,842
349,845
349,1051
349,1052
351,187
351,42
351,205
351,10
351,120
351,172
352,934
352,4
352,5
352,75
352,6
353,62
353,772
353,151
353,306
353,45
353,455
353,121
353,123
354,203
354,493
354,170
354,877
354,239
354,118
354,263
354,10
354,246
354,163
355,203
355,170
355,239
355,798
355,205
355,10
355,120
355,163
356,68
356,1055
356,263
356,10
356,120
356,171
356,172
356,267
356,1056
356,1057
356,1058
356,1059
357,19
357,62
357,65
357,45
357,86
358,773
358,66
358,114
358,164
358,165
359,2
359,217
359,652
359,489
360,19
360,40
360,47
360,42
360,189
360,44
360,66
360,23
360,151
360,24
360,45
361,392
361,874
361,162
361,1060
361,381
362,19
362,118
362,66
362,10
362,604
362,24
362,45
362,164
362,863
362,115
362,123
362,165
363,217
363,1061
363,1062
363,1063
363,118
363,1064
363,151
363,490
363,455
363,121
364,217
364,19
364,42
364,489
364,45
364,121
364,123
365,39
365,1065
365,205
365,1066
366,19
366,39
366,40
366,41
366,42
366,44
366,66
366,45
366,86
366,297
366,116
367,937
367,1067
367,400
367,940
367,427
367,941
367,1068
367,1069
367,308
367,657
367,1070
367,1071
368,790
368,624
368,791
368,1072
369,59
369,642
369,1073
369,52
369,145
369,1074
369,1075
369,1076
370,431
370,747
370,151
370,1032
370,1033
370,970
370,1034
371,0
371,632
371,61
371,1077
372,97
372,1078
372,98
372,99
372,100
372,1079
372,1080
372,1081
373,19
373,39
373,74
373,40
373,41
373,42
373,44
373,66
373,24
373,45
373,346
374,348
374,351
374,513
374,514
374,693
374,354
374,355
374,944
374,515
374,270
374,694
375,1082
375,203
375,170
375,1083
375,1084
375,1085
375,264
375,683
375,1086
375,1087
375,1088
375,1089
376,19
376,42
376,31
376,166
376,541
376,1090
376,698
376,870
377,377
377,1091
377,444
377,445
378,159
378,1092
378,1093
379,19
379,77
379,64
379,1094
379,66
379,412
379,413
379,282
379,390
380,19
380,39
380,41
380,42
380,118
380,205
380,66
380,10
380,102
380,23
380,123
380,384
381,1095
381,50
381,52
381,58
381,417
381,385
381,309
381,69
381,1096
381,1097
381,1098
381,1099
382,217
382,158
382,42
382,66
382,151
382,24
382,1100
382,121
382,123
382,140
382,537
383,934
383,19
383,451
383,78
383,40
383,47
383,1101
383,23
383,957
383,901
383,390
384,68
384,593
384,1102
384,387
384,563
384,309
385,217
385,19
385,39
385,790
385,189
385,66
385,1103
385,45
385,121
385,123
385,1104
385,766
386,338
386,129
386,1105
386,192
386,409
386,150
386,31
386,411
386,133
386,343
386,34
386,414
387,19
387,40
387,47
387,1106
387,558
387,606
387,123
387,561
387,1107
387,249
387,1108
388,19
388,39
388,75
388,44
389,19
389,68
389,1109
389,10
389,103
389,114
389,123
389,794
389,1110
389,796
390,1111
390,277
390,19
390,42
390,1112
390,24
390,123
391,49
391,50
391,56
391,58
392,1113
393,1114
393,309
393,1115
393,1116
394,943
394,263
394,241
394,205
394,226
394,171
394,774
394,242
395,1117
395,362
395,365
395,1118
396,19
396,39
396,47
396,42
396,150
396,31
396,44
396,66
396,23
396,133
396,24
396,45
397,1119
397,42
397,1120
397,1121
397,1122
397,1123
397,1124
397,36
397,1125
397,1126
398,338
398,129
398,1127
398,150
399,19
399,39
399,40
399,47
399,41
399,42
399,44
399,66
399,342
399,23
399,343
400,3
400,187
400,1128
400,170
400,118
400,205
400,10
400,206
400,172
400,267
400,163
400,122
401,1129
402,217
402,652
402,63
402,489
402,1130
403,158
403,431
403,1131
403,747
403,432
403,849
403,433
403,434
403,435
403,1132
403,1032
403,219
404,533
404,321
404,322
404,133
404,655
404,534
404,25
404,323
404,193
404,1133
404,1134
405,203
405,170
405,239
405,263
405,205
405,10
405,246
405,311
406,1135
406,1136
406,1137
406,1138
406,1139
406,469
406,1140
406,1141
406,472
406,473
406,474
406,475
407,39
407,42
407,66
407,598
407,297
407,115
407,116
408,3
408,19
408,203
408,340
408,42
408,170
408,1142
408,943
408,239
408,263
408,205
408,66
409,19
409,202
409,39
409,1143
409,1144
409,342
409,343
409,45
409,346
409,347
410,580
410,638
410,39
410,1145
410,1146
410,1147
410,1148
410,1149
410,1150
410,1151
411,187
411,170
411,943
411,10
412,2
412,3
412,245
412,118
412,263
412,205
412,66
412,10
412,172
412,278
412,1152
412,122
413,78
413,844
413,845
413,846
414,78
414,1153
414,1154
414,1155
414,844
414,846
414,1156
415,170
415,1157
415,120
415,264
415,1158
416,39
416,188
416,189
416,118
416,205
416,190
416,171
416,172
416,701
416,383
416,1159
416,1160
417,511
417,934
417,40
417,47
418,192
418,1161
418,1162
418,1163
419,1164
419,60
419,61
419,132
419,654
419,667
419,669
419,726
419,670
419,671
419,672
419,889
420,175
420,675
420,177
420,178
420,1165
420,1166
420,1167
420,1168
420,1169
420,1170
421,217
421,203
421,205
421,1171
421,45
421,219
421,1172
421,966
421,492
421,1173
421,1174
421,1175
422,19
422,68
422,101
422,42
422,66
422,53
422,102
422,54
422,416
422,105
422,58
423,1176
424,175
424,215
424,176
424,216
424,1177
424,1178
424,1179
424,178
424,1180
424,180
424,1181
425,61
425,725
425,968
425,1182
425,674
425,969
425,1183
425,1184
425,1185
425,1186
425,1187
425,1188
426,934
426,19
426,40
426,47
426,41
426,42
426,44
426,66
426,24
426,698
427,500
428,765
428,489
428,66
428,1189
428,121
428,491
428,1190
429,467
429,166
429,1138
429,1191
429,469
429,24
429,470
429,870
430,19
430,43
430,24
430,345
430,531
431,940
431,427
431,1068
431,1192
432,218
432,1193
432,86
432,466
432,220
432,369
433,152
433,225
433,118
433,10
433,226
433,229
433,337
433,309
433,1194
433,1195
434,444
434,445
434,447
434,1196
435,195
435,152
435,153
435,155
435,1194
435,1197
435,1198
436,47
436,43
436,44
436,66
437,943
437,239
437,205
437,10
437,171
437,163
437,264
437,1086
438,3
438,827
438,203
438,170
438,943
438,239
438,263
438,205
438,66
438,10
439,195
439,19
439,39
439,47
439,42
439,66
439,156
439,24
439,45
439,123
440,77
440,321
440,1199
440,133
441,217
441,39
441,623
441,44
441,24
441,45
441,121
441,346
441,123
441,621
442,19
442,78
442,1200
442,66
442,1201
442,842
442,24
442,45
442,35
442,84
442,844
442,845
443,202
443,1202
443,1203
443,522
443,44
443,149
443,616
443,346
443,1204
443,123
443,618
443,1205
444,60
444,61
444,1206
