group,user
491,622.0
491,623.0
491,624.0
491,625.0
491,626.0
491,627.0
491,628.0
491,629.0
491,630.0
491,631.0
491,632.0
491,633.0
491,634.0
491,635.0
491,636.0
491,637.0
491,638.0
491,639.0
491,640.0
491,641.0
491,642.0
491,643.0
491,644.0
491,645.0
491,646.0
491,647.0
491,648.0
491,649.0
491,650.0
491,651.0
491,652.0
491,653.0
491,654.0
491,655.0
491,656.0
491,657.0
491,658.0
491,659.0
491,660.0
491,661.0
491,662.0
491,663.0
491,664.0
491,665.0
491,666.0
491,667.0
491,668.0
491,669.0
491,670.0
491,671.0
491,672.0
491,673.0
491,674.0
491,675.0
491,676.0
491,677.0
491,678.0
491,679.0
491,680.0
491,681.0
491,682.0
491,683.0
491,684.0
491,685.0
491,686.0
491,687.0
491,688.0
491,689.0
491,690.0
491,691.0
491,692.0
491,693.0
491,694.0
491,695.0
491,696.0
491,697.0
491,698.0
491,699.0
491,700.0
491,701.0
491,702.0
491,703.0
491,704.0
491,705.0
491,706.0
491,707.0
491,708.0
491,709.0
491,710.0
491,711.0
491,712.0
491,713.0
491,714.0
491,715.0
491,716.0
491,717.0
491,718.0
491,719.0
491,720.0
491,721.0
491,722.0
491,723.0
491,724.0
491,725.0
491,726.0
491,727.0
491,728.0
491,729.0
491,730.0
491,731.0
491,732.0
491,733.0
491,734.0
491,735.0
491,736.0
491,737.0
491,738.0
491,739.0
491,740.0
491,741.0
491,742.0
491,743.0
491,744.0
491,745.0
491,746.0
491,747.0
491,748.0
491,749.0
491,750.0
491,751.0
491,752.0
491,753.0
491,754.0
491,755.0
491,756.0
491,757.0
491,758.0
491,759.0
491,760.0
491,761.0
491,762.0
491,763.0
491,764.0
491,765.0
491,766.0
491,767.0
491,768.0
491,769.0
491,770.0
491,771.0
491,772.0
491,773.0
491,774.0
491,775.0
491,776.0
491,777.0
491,778.0
491,779.0
491,780.0
491,781.0
491,782.0
491,783.0
491,784.0
491,785.0
491,786.0
491,787.0
491,788.0
491,789.0
491,790.0
491,791.0
491,792.0
491,793.0
491,794.0
491,795.0
491,796.0
491,797.0
491,798.0
491,799.0
491,800.0
491,801.0
491,802.0
491,803.0
491,804.0
491,805.0
491,806.0
491,807.0
491,808.0
491,809.0
491,810.0
491,811.0
491,812.0
491,813.0
491,814.0
491,815.0
491,816.0
491,817.0
491,818.0
491,819.0
491,820.0
491,821.0
491,822.0
491,823.0
491,824.0
491,825.0
491,826.0
491,827.0
491,828.0
491,829.0
491,830.0
491,831.0
491,832.0
491,833.0
491,834.0
491,835.0
491,836.0
491,837.0
491,838.0
491,839.0
491,840.0
491,841.0
491,842.0
491,843.0
491,844.0
491,845.0
491,846.0
491,847.0
491,848.0
491,849.0
491,850.0
491,851.0
491,852.0
491,853.0
491,854.0
491,855.0
491,856.0
491,857.0
491,858.0
491,859.0
491,860.0
491,861.0
491,862.0
491,863.0
491,864.0
491,865.0
491,866.0
491,867.0
491,868.0
491,869.0
491,870.0
491,871.0
491,872.0
491,873.0
491,874.0
491,875.0
491,876.0
491,877.0
491,878.0
491,879.0
491,880.0
491,881.0
491,882.0
491,883.0
491,884.0
491,885.0
491,886.0
491,887.0
491,888.0
491,889.0
491,890.0
491,891.0
491,892.0
491,893.0
491,894.0
491,895.0
491,896.0
491,897.0
491,898.0
491,899.0
491,900.0
491,901.0
491,902.0
491,903.0
491,904.0
491,905.0
491,906.0
491,907.0
491,908.0
491,909.0
491,910.0
491,911.0
491,912.0
491,913.0
491,914.0
491,915.0
491,916.0
491,917.0
491,918.0
491,919.0
491,920.0
491,921.0
491,922.0
491,923.0
491,924.0
491,925.0
491,926.0
491,927.0
491,928.0
491,929.0
491,930.0
491,931.0
491,932.0
491,933.0
491,934.0
491,935.0
491,936.0
491,937.0
491,938.0
491,939.0
491,940.0
491,941.0
491,942.0
491,943.0
491,944.0
491,945.0
491,946.0
491,947.0
491,948.0
491,949.0
491,950.0
491,951.0
491,952.0
491,953.0
491,954.0
491,955.0
491,956.0
491,957.0
491,958.0
491,959.0
491,960.0
491,961.0
491,962.0
491,963.0
491,964.0
491,965.0
491,966.0
491,967.0
491,968.0
491,969.0
491,970.0
491,971.0
491,972.0
491,973.0
491,974.0
491,975.0
491,976.0
491,977.0
491,978.0
491,979.0
491,980.0
491,981.0
491,982.0
491,983.0
491,984.0
491,985.0
491,986.0
491,987.0
491,988.0
491,989.0
491,990.0
491,991.0
491,992.0
491,993.0
491,994.0
491,995.0
491,996.0
491,997.0
491,998.0
491,999.0
491,1000.0
491,1001.0
491,1002.0
491,1003.0
491,1004.0
491,1005.0
491,1006.0
491,1007.0
491,1008.0
491,1009.0
491,1010.0
491,1011.0
491,1012.0
491,1013.0
491,1014.0
491,1015.0
491,1016.0
491,1017.0
491,1018.0
491,1019.0
491,1020.0
491,1021.0
491,1022.0
491,1023.0
491,1024.0
491,1025.0
491,1026.0
491,1027.0
491,1028.0
491,1029.0
491,1030.0
491,1031.0
491,1032.0
491,1033.0
491,1034.0
491,1035.0
491,1036.0
491,1037.0
491,1038.0
491,1039.0
491,1040.0
491,1041.0
491,1042.0
491,1043.0
491,1044.0
491,1045.0
491,1046.0
491,1047.0
491,1048.0
491,1049.0
491,1050.0
491,1051.0
491,1052.0
491,1053.0
491,1054.0
491,1055.0
491,1056.0
491,1057.0
491,1058.0
491,1059.0
491,1060.0
491,1061.0
491,1062.0
491,1063.0
491,1064.0
491,1065.0
491,1066.0
491,1067.0
491,1068.0
491,1069.0
491,1070.0
491,1071.0
491,1072.0
491,1073.0
491,1074.0
491,1075.0
491,1076.0
491,1077.0
491,1078.0
491,1079.0
491,1080.0
491,1081.0
491,1082.0
491,1083.0
491,1084.0
491,1085.0
491,1086.0
491,1087.0
491,1088.0
491,1089.0
491,1090.0
491,1091.0
491,1092.0
491,1093.0
491,1094.0
491,1095.0
491,1096.0
491,1097.0
491,1098.0
491,1099.0
491,1100.0
491,1101.0
491,1102.0
491,1103.0
491,1104.0
491,1105.0
491,1106.0
491,1107.0
491,1108.0
491,1109.0
491,1110.0
491,1111.0
491,1112.0
491,1113.0
491,1114.0
491,1115.0
491,1116.0
491,1117.0
491,1118.0
491,1119.0
491,1120.0
491,1121.0
491,1122.0
491,1123.0
491,1124.0
491,1125.0
491,1126.0
491,1127.0
491,1128.0
491,1129.0
491,1130.0
491,1131.0
491,1132.0
491,1133.0
491,1134.0
491,1135.0
491,1136.0
491,1137.0
491,1138.0
491,1139.0
491,1140.0
491,1141.0
491,1142.0
491,1143.0
491,1144.0
491,1145.0
491,1146.0
491,1147.0
491,1148.0
491,1149.0
491,1150.0
491,1151.0
491,1152.0
491,1153.0
491,1154.0
491,1155.0
491,1156.0
491,1157.0
491,1158.0
491,1159.0
491,1160.0
491,1161.0
491,1162.0
491,1163.0
491,1164.0
491,1165.0
491,1166.0
491,1167.0
491,1168.0
491,1169.0
491,1170.0
491,1171.0
491,1172.0
491,1173.0
491,1174.0
491,1175.0
491,1176.0
491,1177.0
491,1178.0
491,1179.0
491,1180.0
491,1181.0
491,1182.0
491,1183.0
460,1184.0
460,1185.0
460,1186.0
460,1187.0
460,1188.0
460,1189.0
460,1190.0
460,1191.0
460,1192.0
460,32.0
460,1193.0
460,1194.0
460,1195.0
460,1196.0
460,1197.0
460,1198.0
460,1199.0
460,1200.0
460,1201.0
460,1202.0
460,1203.0
460,1204.0
460,1205.0
460,1206.0
460,1207.0
460,1208.0
460,1209.0
460,1210.0
460,1211.0
460,1212.0
460,1213.0
460,1214.0
460,1215.0
460,1216.0
460,1217.0
460,1218.0
460,1219.0
460,1220.0
460,1221.0
460,1222.0
460,1223.0
460,1224.0
460,1225.0
460,1226.0
460,1227.0
460,1228.0
460,1229.0
460,1230.0
460,1231.0
460,1232.0
460,1233.0
460,1234.0
460,1235.0
460,1236.0
460,1237.0
460,1238.0
460,1239.0
460,1240.0
460,1241.0
460,1242.0
460,1243.0
460,1244.0
460,1245.0
460,1246.0
460,1247.0
460,1248.0
460,1249.0
460,1250.0
460,1251.0
460,1252.0
460,1253.0
460,1254.0
460,1255.0
460,1256.0
460,1257.0
460,1258.0
460,1259.0
460,1260.0
460,1261.0
460,1262.0
460,1263.0
460,1264.0
460,1265.0
460,1266.0
460,1267.0
460,1268.0
460,1269.0
460,1270.0
460,1271.0
460,1272.0
460,1273.0
460,1274.0
460,1275.0
460,1276.0
460,1277.0
460,1278.0
460,1279.0
460,1280.0
460,1281.0
460,1282.0
460,1283.0
460,1284.0
460,1285.0
460,1286.0
460,1287.0
460,768.0
460,1288.0
460,1289.0
460,1290.0
460,1291.0
460,1292.0
460,1293.0
460,1294.0
460,1295.0
460,1296.0
460,1297.0
460,1298.0
460,1299.0
460,1300.0
460,1301.0
460,1302.0
460,1303.0
460,1304.0
460,1305.0
460,1306.0
460,1307.0
460,1308.0
460,1309.0
460,1310.0
460,1311.0
460,1312.0
460,1313.0
460,1314.0
460,1315.0
460,1316.0
460,1317.0
460,1318.0
460,1319.0
460,1320.0
460,1321.0
460,1322.0
460,1323.0
460,1324.0
460,1325.0
460,1326.0
460,1327.0
460,1328.0
460,1329.0
460,1330.0
460,1331.0
460,1332.0
460,1333.0
460,1334.0
460,1335.0
460,1336.0
460,1337.0
460,1338.0
460,1339.0
460,1340.0
460,1341.0
523,1342.0
523,1343.0
523,1344.0
523,1345.0
523,1346.0
523,1347.0
523,1348.0
523,1349.0
523,1350.0
523,1351.0
523,1352.0
523,1353.0
523,1354.0
523,1355.0
523,1356.0
523,1357.0
523,1358.0
523,1359.0
523,1360.0
523,1361.0
523,1362.0
523,1363.0
523,1364.0
523,1365.0
523,1366.0
523,1367.0
523,1368.0
523,1369.0
523,1370.0
523,1371.0
523,1372.0
523,1373.0
523,1374.0
523,1375.0
523,1376.0
523,1377.0
523,1378.0
523,1379.0
523,1380.0
523,1381.0
523,1382.0
523,1383.0
523,1384.0
523,1385.0
523,1386.0
523,1387.0
523,1388.0
523,1389.0
523,1390.0
523,1391.0
523,1392.0
523,1393.0
523,1394.0
523,1395.0
523,1396.0
523,1397.0
523,1398.0
523,1399.0
523,1400.0
523,1401.0
523,1402.0
523,1403.0
523,1404.0
523,1405.0
523,1406.0
523,1407.0
523,1408.0
523,1409.0
523,1410.0
523,1411.0
523,1412.0
523,1413.0
523,1414.0
523,1415.0
523,1416.0
523,1417.0
523,1418.0
523,1419.0
523,1420.0
523,1421.0
523,1422.0
523,1423.0
523,1424.0
523,1425.0
523,1426.0
523,1427.0
523,1428.0
523,1429.0
523,1430.0
523,1431.0
523,1432.0
523,1433.0
523,1434.0
523,1435.0
523,1436.0
523,1437.0
523,1438.0
523,1439.0
523,1440.0
523,1441.0
523,1442.0
523,1443.0
523,1444.0
523,1445.0
523,1446.0
523,1447.0
523,1448.0
523,1449.0
523,1450.0
523,1451.0
523,1452.0
523,1453.0
523,1454.0
523,1455.0
523,1456.0
523,1457.0
523,1458.0
523,1459.0
523,1460.0
523,1461.0
523,1462.0
523,1463.0
523,1464.0
523,1465.0
523,1466.0
523,1467.0
523,1468.0
523,1469.0
523,1470.0
523,1471.0
523,1472.0
523,1473.0
523,1474.0
523,1475.0
523,1476.0
523,1477.0
523,1478.0
523,1479.0
523,1480.0
523,1481.0
523,1482.0
523,1483.0
523,1484.0
523,1485.0
523,1486.0
523,1487.0
523,1488.0
523,1489.0
523,1490.0
523,1491.0
523,1492.0
523,1493.0
523,1494.0
523,1495.0
523,1496.0
523,1497.0
523,1498.0
523,1499.0
523,1500.0
523,1501.0
523,1502.0
523,1503.0
523,1504.0
523,1505.0
523,1506.0
523,1507.0
523,1508.0
523,1509.0
523,1510.0
523,1511.0
523,1512.0
523,1513.0
523,1514.0
523,1515.0
523,1516.0
523,1517.0
523,1518.0
523,1519.0
523,1520.0
523,1521.0
523,1522.0
523,1523.0
523,1524.0
523,1525.0
523,1526.0
523,1527.0
523,1528.0
523,1529.0
523,1530.0
523,1531.0
523,1532.0
523,1533.0
523,1534.0
523,1535.0
523,1536.0
523,1537.0
523,1538.0
523,1539.0
523,1540.0
523,1541.0
523,1542.0
523,1543.0
523,1544.0
523,1545.0
523,1546.0
523,1547.0
523,1548.0
523,1549.0
523,1550.0
523,1551.0
523,1552.0
523,1553.0
523,1554.0
523,1555.0
523,1556.0
523,1557.0
523,1558.0
523,1559.0
523,1560.0
523,1561.0
523,1562.0
523,1563.0
523,1564.0
523,1565.0
523,1566.0
523,1567.0
523,1568.0
523,1569.0
523,1570.0
523,1571.0
523,1572.0
523,1573.0
523,1574.0
523,1575.0
523,1576.0
523,1577.0
523,1578.0
523,1579.0
523,1580.0
523,1581.0
523,1582.0
523,1583.0
523,1584.0
523,1585.0
523,1586.0
523,1587.0
523,1588.0
523,1589.0
523,1590.0
523,1591.0
523,1592.0
523,1593.0
523,1594.0
523,1595.0
523,1596.0
523,1597.0
523,1598.0
523,1599.0
523,1600.0
523,1601.0
523,1602.0
523,1603.0
523,1604.0
523,1605.0
523,1606.0
523,1607.0
523,1608.0
523,1609.0
523,1610.0
523,1611.0
523,1612.0
523,1613.0
523,1614.0
523,1615.0
523,1616.0
523,1617.0
523,1618.0
523,1619.0
523,1620.0
523,1621.0
523,1622.0
523,1623.0
523,1624.0
523,1625.0
523,1626.0
523,1627.0
523,1628.0
523,1629.0
523,1630.0
523,1631.0
523,1632.0
523,1633.0
523,1634.0
523,1635.0
523,1636.0
523,1637.0
523,1638.0
523,1639.0
523,1640.0
523,1641.0
523,1642.0
523,1643.0
523,1644.0
523,1645.0
523,1646.0
523,1647.0
523,1648.0
523,1649.0
523,1650.0
523,1651.0
523,1652.0
523,1653.0
523,1654.0
523,1655.0
523,1656.0
523,1657.0
523,1658.0
523,1659.0
523,1660.0
523,1661.0
523,1662.0
523,1663.0
523,1664.0
523,1665.0
523,1666.0
523,1667.0
523,1668.0
523,1669.0
523,1670.0
523,1671.0
523,1672.0
523,1673.0
523,1674.0
523,1675.0
523,1676.0
523,1677.0
523,1678.0
523,1679.0
523,1680.0
523,1681.0
523,1682.0
523,1683.0
523,1684.0
523,1685.0
523,1686.0
523,1687.0
523,1688.0
523,1689.0
523,1690.0
523,1691.0
523,1692.0
523,1693.0
523,1694.0
523,1695.0
523,1696.0
523,1697.0
523,1698.0
523,1699.0
523,1700.0
523,1701.0
523,1702.0
523,1703.0
523,1704.0
523,1705.0
523,1706.0
523,1707.0
523,1708.0
523,1709.0
523,1710.0
523,1711.0
523,1712.0
523,1713.0
523,1714.0
523,1715.0
523,1716.0
523,1717.0
523,1718.0
523,1719.0
523,236.0
523,1720.0
523,1721.0
523,1722.0
523,1723.0
523,1724.0
523,1725.0
523,1726.0
523,1727.0
523,1728.0
523,1729.0
523,1730.0
523,1731.0
523,1732.0
523,1733.0
523,1734.0
523,1735.0
523,1736.0
523,1737.0
523,1738.0
523,1739.0
523,1740.0
523,1741.0
523,1742.0
523,1743.0
523,1744.0
523,1745.0
523,1746.0
523,1747.0
523,1748.0
523,1749.0
523,1750.0
523,1751.0
523,1752.0
523,1753.0
523,1754.0
523,1755.0
523,1756.0
523,1757.0
523,1758.0
523,1759.0
523,1760.0
523,1761.0
523,1762.0
523,1763.0
523,1764.0
523,1765.0
523,1766.0
523,1767.0
523,1768.0
523,1769.0
523,1770.0
523,1771.0
523,1772.0
523,1773.0
523,1774.0
523,1775.0
523,1776.0
523,1777.0
523,1778.0
523,1779.0
523,1780.0
523,1781.0
523,1782.0
523,1783.0
523,1784.0
523,1785.0
523,1786.0
523,1787.0
523,1788.0
523,1789.0
523,1790.0
523,1791.0
523,1792.0
523,1793.0
523,1794.0
523,1795.0
523,1796.0
523,1797.0
523,1798.0
523,1799.0
523,1800.0
523,1801.0
523,1802.0
523,1803.0
523,1804.0
523,1805.0
523,1806.0
523,1807.0
523,1808.0
523,1809.0
523,1810.0
523,1811.0
523,1812.0
523,1813.0
523,1814.0
523,1815.0
523,1816.0
523,1817.0
523,1818.0
523,1819.0
523,1820.0
523,1821.0
523,1822.0
523,1823.0
523,1824.0
523,1825.0
523,1826.0
523,1827.0
523,1828.0
523,1829.0
523,1830.0
523,1831.0
523,1832.0
523,1833.0
523,1834.0
523,1835.0
523,1836.0
523,1837.0
523,1838.0
523,1839.0
523,1840.0
523,1841.0
523,1842.0
523,1843.0
523,1844.0
523,1845.0
523,1846.0
523,1847.0
523,1848.0
523,1849.0
523,1850.0
523,1851.0
523,1852.0
523,1853.0
523,1854.0
523,1855.0
523,1856.0
523,1857.0
523,1858.0
523,1859.0
523,1860.0
523,1861.0
523,1862.0
523,1863.0
523,1864.0
523,1865.0
523,1866.0
523,1867.0
523,1868.0
523,1869.0
523,1870.0
523,1871.0
523,1872.0
523,1873.0
523,1874.0
523,1875.0
523,1876.0
523,1877.0
523,1878.0
523,1879.0
523,1880.0
523,1881.0
523,1882.0
523,1883.0
523,1884.0
523,1885.0
523,1886.0
523,1887.0
523,1888.0
523,1889.0
523,1890.0
523,1891.0
523,1892.0
523,1893.0
523,1894.0
523,1895.0
523,1896.0
523,1897.0
523,1898.0
523,1899.0
523,1900.0
523,1901.0
523,1902.0
523,1903.0
523,1904.0
523,1905.0
523,1906.0
523,1907.0
523,1908.0
523,1909.0
523,1910.0
523,1911.0
523,1912.0
523,1913.0
523,1914.0
523,1915.0
523,1916.0
523,1917.0
523,1918.0
523,1919.0
523,1920.0
523,1921.0
523,1922.0
523,1923.0
523,1924.0
523,1925.0
523,1926.0
523,1927.0
523,1928.0
523,1929.0
523,1930.0
523,1931.0
523,1932.0
523,1933.0
523,1934.0
523,1935.0
523,1936.0
523,1937.0
523,1938.0
523,1939.0
523,1940.0
523,1941.0
523,1942.0
523,1943.0
523,1944.0
523,1945.0
523,1946.0
523,1947.0
523,1948.0
523,1949.0
523,1950.0
523,1951.0
523,1952.0
523,1953.0
523,1954.0
523,1955.0
523,1956.0
523,1957.0
523,1958.0
523,1959.0
523,1960.0
523,1961.0
523,1962.0
523,1963.0
523,1964.0
523,1965.0
523,1966.0
523,1967.0
523,1968.0
523,1969.0
523,1970.0
523,1971.0
523,1972.0
523,1973.0
523,1974.0
523,1975.0
523,1976.0
523,1977.0
523,1978.0
523,1979.0
523,1980.0
523,1981.0
523,1982.0
523,1983.0
523,1984.0
523,1985.0
523,1986.0
523,1987.0
523,1988.0
523,1989.0
523,1990.0
523,1991.0
523,1992.0
523,1993.0
523,1994.0
523,1995.0
523,1996.0
523,1997.0
523,1998.0
523,1999.0
523,2000.0
523,2001.0
523,2002.0
523,2003.0
523,2004.0
523,2005.0
523,2006.0
523,2007.0
523,2008.0
523,2009.0
523,2010.0
523,2011.0
523,2012.0
523,2013.0
523,2014.0
523,2015.0
523,2016.0
523,2017.0
523,2018.0
523,2019.0
523,2020.0
523,2021.0
523,2022.0
523,2023.0
523,2024.0
523,2025.0
523,2026.0
523,2027.0
523,2028.0
523,2029.0
523,2030.0
523,2031.0
523,2032.0
523,2033.0
523,2034.0
523,2035.0
523,2036.0
523,2037.0
523,2038.0
523,2039.0
523,2040.0
523,2041.0
523,2042.0
523,2043.0
523,2044.0
523,2045.0
523,2046.0
523,2047.0
523,2048.0
523,2049.0
523,2050.0
523,2051.0
523,2052.0
523,2053.0
523,2054.0
523,2055.0
523,2056.0
523,2057.0
523,2058.0
523,2059.0
523,2060.0
523,2061.0
523,2062.0
523,2063.0
523,2064.0
523,2065.0
523,2066.0
523,2067.0
523,2068.0
523,2069.0
523,2070.0
523,2071.0
523,2072.0
523,2073.0
523,2074.0
523,2075.0
523,2076.0
523,2077.0
523,2078.0
523,2079.0
523,2080.0
523,2081.0
523,2082.0
523,2083.0
523,2084.0
523,2085.0
523,2086.0
523,2087.0
523,2088.0
523,2089.0
523,2090.0
523,2091.0
523,2092.0
523,2093.0
523,2094.0
523,2095.0
523,2096.0
523,2097.0
523,2098.0
523,2099.0
523,2100.0
523,2101.0
523,2102.0
523,2103.0
523,2104.0
523,2105.0
523,2106.0
523,2107.0
523,2108.0
523,2109.0
523,2110.0
523,2111.0
523,2112.0
523,2113.0
523,2114.0
523,2115.0
523,2116.0
523,2117.0
523,2118.0
523,2119.0
523,2120.0
523,2121.0
523,2122.0
523,2123.0
523,2124.0
523,2125.0
523,2126.0
523,2127.0
523,2128.0
523,2129.0
523,2130.0
523,2131.0
523,2132.0
523,2133.0
523,2134.0
523,2135.0
523,2136.0
523,2137.0
523,2138.0
